8.374662729545524764e-02,1.242090422013744783e-01,2.966305538805024788e+00,5.500000000000000000e+00,5.445000000000000000e+02,0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,1.100000000000000089e+00,0.000000000000000000e+00,4.949999999999998863e+02,6.050000000000000000e+02,0.000000000000000000e+00
1.459559663207853908e-01,3.726271266040913632e-01,5.020215079958247451e+00,2.214798612507969722e+01,5.285540215041249894e+02,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.025344612146553258e+00,3.782333157418027100e-03,1.096009422337508532e+01,1.088999398947286181e+03,1.384152324026130185e-02
1.892711833554004131e-01,6.210452110068083176e-01,6.450030316905195349e+00,2.233844248872727078e+01,5.288203900893885248e+02,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.025140884546403841e+00,1.083359665614772385e-02,4.421474535189778976e+01,1.057102963194919312e+03,1.384152324026129491e-02
2.245934637176176807e-01,8.694632954095251609e-01,7.615770750029271952e+00,2.252886101025095655e+01,5.290867057493895800e+02,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.024937197425264124e+00,1.788345912640992852e-02,4.445709384528016983e+01,1.057626944882369344e+03,1.384152324026130011e-02
2.551850275548434022e-01,1.117881379812210030e+00,8.625182849106071359e+00,2.271924169716962538e+01,5.293529684946440739e+02,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.024733550775092095e+00,2.493192084658236302e-02,4.463318706075335740e+01,1.058146534491327202e+03,1.384152324026398199e-02
2.825539987468699832e-01,1.366299464214926873e+00,9.528081492455216406e+00,2.290958455700078034e+01,5.296191783356656515e+02,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.024529944587846186e+00,3.197898209254961682e-02,4.474384588657880357e+01,1.058661740909350328e+03,1.384152323921487328e-02
3.075451857133527644e-01,1.614717548617611520e+00,1.035237354442264035e+01,2.309988959726025115e+01,5.298853352829661389e+02,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.024326378855486830e+00,3.902464314690049646e-02,4.478959388295054111e+01,1.059172572951079246e+03,1.384152323921757077e-02
3.306883614860564591e-01,1.863135633020296389e+00,1.111556040228165365e+01,2.329015682546237542e+01,5.301514393470548612e+02,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.024122853569975788e+00,4.606890428245381808e-02,4.477066859606217264e+01,1.059679039358825094e+03,1.384152323817114047e-02
3.523416806299952686e-01,2.111553717423013232e+00,1.182947474465139415e+01,2.348038624912022598e+01,5.304174905384396652e+02,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.023919368723277046e+00,5.311176579182194657e-02,4.468702647225691038e+01,1.060181148802999360e+03,1.384152324026129491e-02
3.727606950320914159e-01,2.359971801825730520e+00,1.250256004515859587e+01,2.367057787574538708e+01,5.306834888676254423e+02,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.023715924307355252e+00,6.015322793062717610e-02,4.453834163052408712e+01,1.060678909882876269e+03,1.384152323921486114e-02
3.921353213762578949e-01,2.608389886228447363e+00,1.314109160415575417e+01,2.386073171284765948e+01,5.309494343451156055e+02,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.023512520314177054e+00,6.719329099242961345e-02,4.432399841299972110e+01,1.061172331126791505e+03,1.384152323921486981e-02
4.106053027887239804e-01,2.856807970631163762e+00,1.375856561315471183e+01,2.076892191463245751e+01,5.345039048445058825e+02,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.038236640923322351e+00,7.423195525681203222e-02,4.404307734188848400e+01,1.061661420992876401e+03,1.384152324026132960e-02
4.282759978715020011e-01,3.105226055033880606e+00,1.435782519535707635e+01,1.762946744089604678e+01,5.381126822149105919e+02,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.053186982399312965e+00,8.137187683649664549e-02,3.632893362082447908e+01,1.068724379486291355e+03,1.384152323921487675e-02
